SMILE	ID	Function
[H][C@]12COC(C)(C)O[C@@]1([H])[C@]3([H])OC(C)(C)O[C@@]3(O2)C(O)=O	NCGC00254837-01	0
NCCCNCCCN	NCGC00260393-01	0
NC1=CC(=CC=C1O)S(O)(=O)=O	NCGC00258597-01	0
CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC	NCGC00260127-01	0
O[C@@H]1COC(O)[C@@H](O)[C@H]1O	NCGC00166103-01	0
COC(OC)(C(=O)C1=CC=CC=C1)C2=CC=CC=C2	NCGC00255445-01	0
ClC1=CC2=C(NC(=O)O2)C=C1	NCGC00255552-01	0
ONC(=O)C1=CC=CC=C1	NCGC00091044-02	0
CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]3CCC(=O)N3)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O	NTOC00000202-01	0
CC(C)CC(C)(N)C#N	NCGC00256239-01	0
CCOP(=S)(OCC)OC1=CC=C(C=C1)S(C)=O	NCGC00255240-01	0
FC(F)(F)C1=C(Cl)C=CC(NC(=O)NC2=CC=C(Cl)C=C2)=C1	NCGC00185743-01	0
[H][C@@]12CC[C@H](O)[C@@]1(C)C=CC3=C4CCC(=O)C=C4CC[C@@]23[H]	NCGC00258093-01	1
CCCC(=O)OCCC1=CC=CC=C1	NCGC00256919-01	0
COCCOCCOC	NCGC00259889-01	0
CC1=CC(O)=C2C(=O)C3=C(O)C=C(O)C=C3C(=O)C2=C1	NCGC00260544-01	0
O=C1CCCCCCCCCCC=CCCC1	NCGC00256894-01	0
CCNC1=NC(NC(C)(C)C#N)=NC(Cl)=N1	NCGC00259168-01	0
COC1=CC(CCC(C)=O)=CC=C1O	NCGC00256663-01	0
BrCC=C	NCGC00258355-01	0
CC(C)=CC(C)=O	NCGC00259629-01	0
OC(=O)CC1=C2C=CC=CC2=CC=C1	NCGC00090987-02	0
O=C(OCCC1=CC=CC=C1)C2=CC=CC=C2	NCGC00256633-01	0
[H][C@@]12CC3C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN5CCCC5)=C(O)[C@H]2N(C)C	NCGC00016537-01	0
COC1=CC=C(COC=O)C=C1	NCGC00256666-01	0
CCC(C)COC(=O)CC(C)C	NCGC00255532-01	0
CCN(CC)C1=CC=CC=C1	NCGC00259047-01	0
[O-][N+](=O)C1=CC=C2NN=CC2=C1	NCGC00260471-01	0
CCC1OCC(COC2=CC=C(OC3=CC=CC=C3)C=C2)O1	NCGC00255427-01	0
CN1CCN(CC(=O)N2C3=C(C)SC=C3C(=O)NC4=CC=CC=C24)CC1	NCGC00015987-05	0
CCCCCCCOC(=O)CCC	NCGC00255909-01	0
CC1=C(C=C(C=C1)[N+]([O-])=O)[N+]([O-])=O	NCGC00259333-01	0
CCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC	NCGC00256161-01	0
[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]3(F)[C@@]2([H])C[C@H](F)C4=CC(=O)C=C[C@]34C	NCGC00168749-01	1
BrC(Br)(Br)C=O	NCGC00258089-01	0
COC1=CC(Cl)=CC=C1Cl	NCGC00258505-01	0
CC(CCC(O)=O)(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2	NCGC00259804-01	0
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC	NCGC00254146-01	0
CCCCCCCCCCCCC1CO1	NCGC00257804-01	0
O=NN1CCNCC1	NCGC00260332-01	0
ClC1=CC(Cl)=C(C=C1)C(Cl)(Cl)Cl	NCGC00258493-01	0
FC1=CC=C(NC2=NC=NC3=CC(OCCCN4CCOCC4)=C(NC(=O)C=C)C=C23)C=C1Cl	NCGC00182713-01	0
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	NCGC00254409-01	0
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C	NCGC00254919-01	0
CN1CCN(CCC(=O)N2C3=CC=CC=C3SC4=CC=C(C=C24)C(F)(F)F)CC1	NCGC00160483-01	0
CC1=CC=CC(=C1O)C(C)(C)C	NCGC00256916-01	0
NC(CC1=CNC2=CC=CC=C12)C(O)=O	NCGC00260339-01	0
OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O)C=C3O	NCGC00256419-01	0
CCCC1=CC(=O)NC(=S)N1	NCGC00022715-03	0
CC1=CC=C(N)C(N)=C1	NCGC00259298-01	0
ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1	NCGC00257242-01	0
CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC	NCGC00256715-01	0
CCC(C)CO	NCGC00259107-01	0
ClC1=CC=C(C=C1)C(=O)NCCN2CCOCC2	NCGC00027930-02	0
COC(=O)\C=C\C1=CC=CC=C1	NCGC00255910-01	0
CCC(Cl)C(Cl)C(Cl)CC(Cl)C(Cl)C(C)Cl	NCGC00255013-01	0
CCOC(=O)\C=C(C)\C=C\C[C@@H](C)CCCC(C)C	NCGC00254968-01	0
CCCCCCCCCCOC(=O)C(C)=C	NCGC00257865-01	0
CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1	NCGC00258789-01	0
CCCCOCCOCCO	NCGC00259953-01	0
CC(C)C(O)(C1=CC=C(OC(F)(F)F)C=C1)C2=CN=CN=C2	NCGC00258708-01	0
CO	NCGC00260072-01	0
CN1C(CCCC(O)=O)=NC2=C1C=CC(=C2)N(CCCl)CCCl	NCGC00181170-01	0
CC(=O)C=CC1=C(C)CCCC1(C)C	NCGC00257517-01	0
CN(C)C1=CC=C(C=C1)\N=N\C2=C(C=CC=C2)C(O)=O	NCGC00255799-01	0
ClC(=O)C1=CC=C(C=C1)C(Cl)=O	NCGC00259448-01	0
[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2)N=C=S)C=C1	NCGC00182049-01	0
[O-][N+](=O)C1=CC=C(O1)\C=N\N2CCOC2=O	NCGC00095304-02	0
ClC(=O)OCC1=CC=CC=C1	NCGC00258625-01	0
C[Si](Cl)(C1=CC=CC=C1)C2=CC=CC=C2	NCGC00258216-01	0
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	NCGC00254596-01	0
CS(=O)(=O)C1=CC=C(Cl)C=C1	NCGC00257203-01	0
C1CN(CCO1)SSN2CCOCC2	NCGC00257082-01	0
C[C@@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C(=O)OCC#C	NCGC00254630-01	0
CNC(=O)NC	NCGC00258348-01	0
COC1=CC2=CC=C(C=C2C=C1)[C@H](C)C(O)=O	NCGC00255562-01	0
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O	NCGC00159442-02	0
CC1=CC(Cl)=CC=C1	NCGC00257523-01	0
[O-][N+](=O)C1=CC=C2CCC3=CC=CC1=C23	NCGC00256570-01	0
NC1=CC=CC(=C1)S(=O)(=O)C2=CC(N)=CC=C2	NCGC00256038-01	0
CC(=O)O[C@H]1[C@@H]2OC(=O)[C@H](OC(C)=O)[C@@H]2OC1=O	NCGC00183831-01	0
CCC(COCCOC(=O)C=C)(COCCOC(=O)C=C)COCCOC(=O)C=C	NCGC00257714-01	0
[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)C=C[C@]34C	NCGC00183124-01	1
CCC1=CC=CC(CC)=C1N	NCGC00259559-01	0
C=CCC1=CC=C2OCOC2=C1	NCGC00259988-01	0
CCCN(CCC)N=O	NCGC00259409-01	0
OC1=C(O)C=CC=C1	NCGC00259866-01	0
C=CCOC(=O)CCC1CCCCC1	NCGC00256109-01	0
OC(=O)C1=C(C=CC=C1)C(C2=CC(I)=C(O)C(I)=C2)=C3C=C(I)C(=O)C(I)=C3	NCGC00161636-01	0
CCC(C(=O)NC(N)=O)C1=CC=CC=C1	NCGC00180997-01	0
CC(=O)NC1=C(I)C=C(I)C(C(O)=O)=C1I	NCGC00095105-01	0
CN(C)CCCN1C2=CC(Cl)=CC=C2CCC3=C1C=CC=C3	NCGC00015264-08	0
O(C1=CC=CC=C1)C2=CC=CC=C2	NCGC00259826-01	0
CCCCCCCCCCCCCCC(Br)C(O)=O	NCGC00254935-01	0
C1=CC2=C(C=C1)C3=C4C2=CC=CC4=CC=C3	NCGC00254498-01	0
CC1=CC=C(C=C1)S(=O)(=O)NC2CCCCC2	NCGC00257645-01	0
CC(C)=CCCC(C)(OC(=O)C1=CC=CC=C1)C=C	NCGC00256750-01	0
CCC(C)C(=O)OCCC1=CC=CC=C1	NCGC00256759-01	0
CC1=C(O)C(C)=C2CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)OC2=C1C	NCGC00164445-01	0
SCC(=O)OCCOC(=O)CS	NCGC00255777-01	0
COC1[C@@H](CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@H](OC(=O)CC(C)C)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)OC(C)=O	NCGC00016725-01	0
NC1=NC(N)=C2N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=NC2=N1	NCGC00015038-03	0
OCC(CO)(CO)[N+]([O-])=O	NCGC00257995-01	0
FCOC(C(F)(F)F)C(F)(F)F	NCGC00167421-01	0
OC(=O)C(=O)CC1=CNC2=C1C=CC=C2	NCGC00255790-01	0
CC(C)(O)CCC1=CC=CC=C1	NCGC00256823-01	0
CCCCCOC(C)=O	NCGC00254285-01	0
[H][C@]3(COC1=CC=C(C=C1)N2CCN(CC2)C(C)C)CO[C@@](CN4C=NC=N4)(O3)C5=C(Cl)C=C(Cl)C=C5	NCGC00016912-01	0
CC(C)=CC(=O)C=C(C)C	NCGC00258649-01	0
CCOC(C)OCC	NCGC00091076-01	0
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(O)=O	NCGC00021569-04	0
COC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)C2=NC(N)=N1	NCGC00181098-01	0
CCOC1=CC=C(OCC)C(Cl)=C1	NCGC00256082-01	0
CCC1=CC=CC(CC)=C1NC(=O)CN(CC(O)=O)CC(O)=O	NCGC00016902-01	0
CC(C)C1=NC(=O)C=C(C)N1	NCGC00256964-01	0
OC1=CC=C(C=C1)C2=COC3=C(C=CC(O)=C3)C2=O	NCGC00258995-01	0
NC(=O)C(Cl)Cl	NCGC00257604-01	0
NC1=CC=C(C=C1)C(O)=O	NCGC00091051-01	0
[H][C@@]12O[C@]3(CC[C@@]([H])(C)CO3)[C@@H](C)[C@]1([H])[C@@]4(C)CC[C@@]5([H])[C@@]([H])(CC[C@@]6([H])C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O[C@@H]9OC[C@@H](O)[C@H](O)[C@H]9O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O[C@@H]%11O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%11O)[C@H]%10O)[C@H](O)[C@H]7O)[C@H](O)C[C@]56C)[C@]4([H])[C@@H]2O	NCGC00260056-01	0
CCC(Cl)CC(Cl)C(Cl)C(Cl)C(Cl)C(C)Cl	NCGC00260046-01	0
CCOC(=O)C(Cl)C(C)=O	NCGC00260482-01	0
OC(=O)C1=C(N=CC=C1)C(O)=O	NCGC00255468-01	0
COC(=O)CC1=C2C=CC=CC2=CC=C1	NCGC00254573-01	0
O=C(CS(=O)CC1=CC=CO1)NC\C=C/COC2=NC=CC(CN3CCCCC3)=C2	NCGC00164550-01	0
ClP(Cl)(Cl)(Cl)Cl	NCGC00260079-01	0
CC1=NN=C(C(=O)N1N)C2=CC=CC=C2	NCGC00256694-01	0
CN1C(CSCC(F)(F)F)NC2=C(C=C(C(Cl)=C2)S(N)(=O)=O)S1(=O)=O	NCGC00182076-02	0
[H][C@@]12CC[C@](O)(C(=O)COP([O-])([O-])=O)[C@@]1(C)C[C@H](O)[C@@]3([H])[C@@]2([H])CCC4=CC(=O)CC[C@]34C	NCGC00167464-01	1
OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O	NCGC00259485-01	0
OCCOCCOCCOCCOCCO	NCGC00259270-01	0
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O	NCGC00093350-02	0
CC(C)C(=O)OCCC1=CC=CC=C1	NCGC00255021-01	0
NC1=CC(Cl)=CC(Cl)=C1	NCGC00257373-01	0
COCC(C)O	NCGC00256978-01	0
OC1=C(C=CC=C1)[N+]([O-])=O	NCGC00258993-01	0
C(NCC1=CC=CC=C1)C2=CC=CC=C2	NCGC00254989-01	0
CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(O2)C=C(Cl)C=C3)C=C1	NCGC00255064-01	0
C(NC1=C2N=CN=C2N=CN1)C3=CC=CO3	NCGC00255418-01	0
[H]\C(C(=O)OCCCCCCCCC(O)=O)=C(\C)C[C@@H]1OC[C@H](C[C@]2([H])O[C@@]2([H])[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O	NCGC00164554-03	0
OCC1=CC=CC(OC2=CC=CC=C2)=C1	NCGC00259024-01	0
CCC(OCCCOC)OC(C)=O	NCGC00257766-01	0
CN1C(O)C(O)N(C)C1=O	NCGC00256177-01	0
OC1=C(Br)C=C(\C=N\OC2=C(C=C(C=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1Br	NCGC00254848-01	0
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1	NCGC00255553-01	0
CCCCOC(=O)C(C)OC1=CC=C(OC2=CC=C(C=N2)C(F)(F)F)C=C1	NCGC00254986-01	0
